날짜,측정소명,미세먼지,초미세먼지,오존,"이산화질소
NO2 (ppm)","일산화탄소
CO (ppm)","아황산가스
SO2(ppm)"
전체,평균,42,25,0.025,0.028,0.5,0.004
2019-12-31,평균,26,15,0.022,0.016,0.4,0.003
2019-12-31,강남구,22,14,0.025,0.014,0.4,0.003
2019-12-31,강동구,27,19,0.019,0.02,0.4,0.003
2019-12-31,강북구,31,17,0.022,0.022,0.4,0.002
2019-12-31,강서구,29,16,0.022,0.017,0.4,0.004
2019-12-31,관악구,36,18,0.026,0.013,0.4,0.003
2019-12-31,광진구,22,10,0.019,0.016,0.4,0.002
2019-12-31,구로구,25,16,0.022,0.02,0.3,0.004
2019-12-31,금천구,23,18,0.019,0.019,0.4,0.003
2019-12-31,노원구,22,17,0.021,0.014,0.4,0.004
2019-12-31,도봉구,19,12,0.027,0.011,0.3,0.002
2019-12-31,동대문구,25,12,0.02,0.016,0.4,0.003
2019-12-31,동작구,30,19,0.02,0.013,0.3,0.003
2019-12-31,마포구,24,15,0.021,0.013,0.4,0.002
2019-12-31,서대문구,23,9,0.022,0.015,0.5,0.002
2019-12-31,서초구,27,13,0.027,0.021,0.2,0.003
2019-12-31,성동구,25,16,0.021,0.02,0.3,0.003
2019-12-31,성북구,26,12,0.023,0.018,0.6,0.003
2019-12-31,송파구,26,18,0.019,0.017,0.4,0.003
2019-12-31,양천구,29,17,0.018,0.019,0.4,0.004
2019-12-31,영등포구,22,14,0.019,0.018,0.5,0.002
2019-12-31,용산구,37,18,0.022,0.011,0.3,0.003
2019-12-31,은평구,24,13,0.023,0.011,0.4,0.003
2019-12-31,종로구,27,19,0.02,0.016,0.4,0.003
2019-12-31,중구,26,18,0.022,0.014,0.4,0.002
2019-12-31,중랑구,23,12,0.019,0.018,0.4,0.003
2019-12-30,평균,36,25,0.012,0.032,0.6,0.003
2019-12-30,강남구,35,25,0.012,0.032,0.6,0.003
2019-12-30,강동구,40,29,0.012,0.031,0.6,0.003
2019-12-30,강북구,37,25,0.015,0.034,0.6,0.003
2019-12-30,강서구,42,25,0.014,0.032,0.6,0.004
2019-12-30,관악구,38,24,0.009,0.033,0.6,0.003
2019-12-30,광진구,36,21,0.013,0.025,0.8,0.003
2019-12-30,구로구,33,27,0.016,0.027,0.4,0.003
2019-12-30,금천구,31,28,0.01,0.032,0.5,0.003
2019-12-30,노원구,32,27,0.011,0.033,0.7,0.004
2019-12-30,도봉구,28,20,0.008,0.032,0.8,0.003
2019-12-30,동대문구,37,24,0.01,0.033,0.7,0.003
2019-12-30,동작구,42,29,0.011,0.034,0.5,0.003
2019-12-30,마포구,32,23,0.011,0.035,0.6,0.003
2019-12-30,서대문구,35,18,0.016,0.025,0.7,0.002
2019-12-30,서초구,40,27,0.017,0.035,0.4,0.003
2019-12-30,성동구,35,25,0.012,0.033,0.6,0.004
2019-12-30,성북구,37,24,0.013,0.036,0.8,0.003
2019-12-30,송파구,34,23,0.009,0.034,0.6,0.003
2019-12-30,양천구,40,28,0.011,0.032,0.6,0.004
2019-12-30,영등포구,33,23,0.011,0.033,0.8,0.003
2019-12-30,용산구,33,26,0.01,0.029,0.6,0.003
2019-12-30,은평구,35,22,0.015,0.023,0.6,0.003
2019-12-30,종로구,39,28,0.01,0.033,0.7,0.003
2019-12-30,중구,35,30,0.012,0.03,0.6,0.003
2019-12-30,중랑구,37,20,0.012,0.032,0.6,0.002
2019-12-29,평균,45,27,0.009,0.037,0.7,0.003
2019-12-29,강남구,43,29,0.005,0.041,0.7,0.003
2019-12-29,강동구,50,34,0.008,0.037,0.6,0.003
2019-12-29,강북구,47,29,0.01,0.04,0.6,0.003
2019-12-29,강서구,52,26,0.006,0.045,0.6,0.004
2019-12-29,관악구,49,29,0.006,0.043,0.6,0.003
2019-12-29,광진구,44,22,0.009,0.027,0.9,0.003
2019-12-29,구로구,48,31,0.007,0.04,0.5,0.004
2019-12-29,금천구,38,31,0.006,0.043,0.6,0.004
2019-12-29,노원구,38,30,0.008,0.041,0.9,0.006
2019-12-29,도봉구,39,22,0.012,0.029,0.7,0.003
2019-12-29,동대문구,45,25,0.007,0.039,0.7,0.003
2019-12-29,동작구,49,31,0.007,0.042,0.6,0.003
2019-12-29,마포구,42,27,0.006,0.043,0.7,0.003
2019-12-29,서대문구,41,17,0.02,0.022,0.6,0.003
2019-12-29,서초구,50,29,0.012,0.045,0.5,0.003
2019-12-29,성동구,43,29,0.008,0.039,0.6,0.004
2019-12-29,성북구,44,25,0.01,0.039,0.8,0.003
2019-12-29,송파구,43,26,0.006,0.041,0.7,0.004
2019-12-29,양천구,52,31,0.004,0.045,0.7,0.005
2019-12-29,영등포구,44,28,0.006,0.042,0.9,0.003
2019-12-29,용산구,40,30,0.004,0.035,0.6,0.003
2019-12-29,은평구,40,20,0.025,0.015,0.5,0.003
2019-12-29,종로구,45,30,0.008,0.038,0.7,0.004
2019-12-29,중구,45,33,0.008,0.035,0.6,0.004
2019-12-29,중랑구,44,21,0.014,0.028,0.5,0.002
2019-12-28,평균,42,25,0.006,0.044,0.7,0.004
2019-12-28,강남구,42,27,0.004,0.044,0.6,0.003
2019-12-28,강동구,49,31,0.006,0.043,0.6,0.003
2019-12-28,강북구,45,28,0.006,0.047,0.7,0.003
2019-12-28,강서구,49,23,0.006,0.05,0.7,0.005
2019-12-28,관악구,38,21,0.002,0.048,0.7,0.003
2019-12-28,광진구,44,20,0.004,0.036,0.9,0.003
2019-12-28,구로구,35,22,0.006,0.043,0.5,0.004
2019-12-28,금천구,34,24,0.008,0.039,0.6,0.004
2019-12-28,노원구,33,27,0.007,0.041,0.7,0.006
2019-12-28,도봉구,37,21,0.007,0.034,0.7,0.003
2019-12-28,동대문구,42,25,0.005,0.046,0.7,0.004
2019-12-28,동작구,43,26,0.006,0.046,0.6,0.004
2019-12-28,마포구,40,25,0.004,0.05,0.7,0.004
2019-12-28,서대문구,44,18,0.006,0.042,0.8,0.004
2019-12-28,서초구,48,27,0.01,0.052,0.5,0.004
2019-12-28,성동구,41,27,0.005,0.046,0.6,0.004
2019-12-28,성북구,46,25,0.005,0.05,0.9,0.004
2019-12-28,송파구,44,25,0.005,0.046,0.7,0.004
2019-12-28,양천구,48,27,0.005,0.048,0.7,0.005
2019-12-28,영등포구,41,25,0.005,0.047,1,0.003
2019-12-28,용산구,40,28,0.004,0.037,0.6,0.003
2019-12-28,은평구,40,20,0.007,0.035,0.5,0.004
2019-12-28,종로구,45,30,0.005,0.047,0.8,0.004
2019-12-28,중구,44,33,0.004,0.044,0.7,0.004
2019-12-28,중랑구,43,20,0.006,0.04,0.6,0.003
2019-12-27,평균,34,24,0.018,0.028,0.6,0.003
2019-12-27,강남구,31,23,0.019,0.028,0.5,0.003
2019-12-27,강동구,41,30,0.016,0.032,0.6,0.003
2019-12-27,강북구,37,27,0.024,0.027,0.5,0.003
2019-12-27,강서구,40,23,0.019,0.032,0.5,0.005
2019-12-27,관악구,39,23,0.015,0.032,0.5,0.003
2019-12-27,광진구,33,18,0.017,0.025,0.8,0.003
2019-12-27,구로구,30,22,0.022,0.025,0.4,0.004
2019-12-27,금천구,29,26,0.015,0.031,0.5,0.004
2019-12-27,노원구,33,30,0.015,0.025,0.7,0.005
2019-12-27,도봉구,28,19,0.027,0.016,0.5,0.002
2019-12-27,동대문구,31,20,0.02,0.025,0.5,0.003
2019-12-27,동작구,38,26,0.014,0.034,0.5,0.003
2019-12-27,마포구,33,23,0.014,0.032,0.5,0.003
2019-12-27,서대문구,34,17,0.021,0.023,0.7,0.004
2019-12-27,서초구,33,23,0.022,0.036,0.4,0.003
2019-12-27,성동구,32,25,0.02,0.029,0.5,0.004
2019-12-27,성북구,34,20,0.02,0.031,0.7,0.003
2019-12-27,송파구,34,23,0.014,0.034,0.6,0.003
2019-12-27,양천구,40,26,0.014,0.033,0.6,0.005
2019-12-27,영등포구,32,22,0.016,0.029,0.7,0.003
2019-12-27,용산구,31,24,0.016,0.023,0.5,0.003
2019-12-27,은평구,33,20,0.023,0.018,0.5,0.003
2019-12-27,종로구,35,27,0.019,0.026,0.6,0.004
2019-12-27,중구,33,28,0.02,0.023,0.5,0.003
2019-12-27,중랑구,41,24,0.016,0.027,0.6,0.003
2019-12-26,평균,47,33,0.013,0.033,0.7,0.004
2019-12-26,강남구,45,34,0.013,0.036,0.7,0.003
2019-12-26,강동구,53,40,0.012,0.035,0.7,0.003
2019-12-26,강북구,50,36,0.017,0.034,0.6,0.003
2019-12-26,강서구,56,33,0.016,0.031,0.6,0.005
2019-12-26,관악구,50,33,0.012,0.035,0.7,0.003
2019-12-26,광진구,47,28,0.012,0.029,0.9,0.003
2019-12-26,구로구,46,34,0.017,0.029,0.4,0.004
2019-12-26,금천구,45,40,0.01,0.04,0.7,0.004
2019-12-26,노원구,41,34,0.013,0.031,0.6,0.005
2019-12-26,도봉구,44,29,0.019,0.024,0.6,0.003
2019-12-26,동대문구,46,30,0.014,0.03,0.6,0.003
2019-12-26,동작구,54,39,0.012,0.038,0.6,0.003
2019-12-26,마포구,42,30,0.011,0.034,0.6,0.003
2019-12-26,서대문구,48,25,0.014,0.03,0.9,0.006
2019-12-26,서초구,52,35,0.018,0.039,0.5,0.003
2019-12-26,성동구,46,33,0.012,0.036,0.6,0.004
2019-12-26,성북구,46,35,0.006,0.044,0.8,0.003
2019-12-26,송파구,46,32,0.009,0.04,0.7,0.003
2019-12-26,양천구,56,37,0.012,0.033,0.6,0.005
2019-12-26,영등포구,40,31,0.012,0.034,0.8,0.003
2019-12-26,용산구,41,34,0.011,0.03,0.6,0.003
2019-12-26,은평구,43,27,0.017,0.023,0.6,0.003
2019-12-26,종로구,48,33,0.013,0.032,0.7,0.004
2019-12-26,중구,46,38,0.014,0.03,0.6,0.003
2019-12-26,중랑구,53,31,0.007,0.038,0.7,0.003
2019-12-25,평균,51,38,0.005,0.046,0.9,0.003
2019-12-25,강남구,42,34,0.004,0.044,0.8,0.003
2019-12-25,강동구,57,44,0.004,0.043,0.8,0.003
2019-12-25,강북구,60,46,0.006,0.047,0.8,0.003
2019-12-25,강서구,68,39,0.004,0.053,1,0.006
2019-12-25,관악구,57,42,0.004,0.049,1.1,0.002
2019-12-25,광진구,47,29,0.004,0.036,1,0.003
2019-12-25,구로구,51,40,0.008,0.037,0.7,0.004
2019-12-25,금천구,42,39,0.004,0.051,0.9,0.003
2019-12-25,노원구,54,47,0.003,0.049,1.1,0.005
2019-12-25,도봉구,58,40,0.005,0.039,1,0.003
2019-12-25,동대문구,52,38,0.004,0.046,0.9,0.003
2019-12-25,동작구,49,37,0.006,0.049,0.8,0.003
2019-12-25,마포구,48,38,0.004,0.056,0.9,0.003
2019-12-25,서대문구,48,27,0.005,0.043,1.2,0.007
2019-12-25,서초구,52,38,0.01,0.051,0.6,0.003
2019-12-25,성동구,46,36,0.004,0.047,0.8,0.004
2019-12-25,성북구,57,43,0.004,0.056,1.2,0.003
2019-12-25,송파구,45,33,0.003,0.047,0.9,0.004
2019-12-25,양천구,64,44,0.003,0.054,1,0.005
2019-12-25,영등포구,39,30,0.006,0.046,0.9,0.003
2019-12-25,용산구,43,37,0.003,0.037,0.7,0.003
2019-12-25,은평구,42,28,0.005,0.039,0.7,0.002
2019-12-25,종로구,53,40,0.005,0.047,1,0.004
2019-12-25,중구,51,45,0.005,0.045,0.9,0.003
2019-12-25,중랑구,52,32,0.005,0.041,0.8,0.002
2019-12-24,평균,69,52,0.007,0.043,0.9,0.004
2019-12-24,강남구,62,51,0.008,0.043,0.9,0.003
2019-12-24,강동구,71,57,0.007,0.04,0.8,0.003
2019-12-24,강북구,77,60,0.01,0.04,0.9,0.003
2019-12-24,강서구,81,47,0.012,0.043,0.8,0.005
2019-12-24,관악구,72,53,0.008,0.049,0.9,0.003
2019-12-24,광진구,60,39,0.005,0.035,1.1,0.003
2019-12-24,구로구,68,51,0.011,0.039,0.7,0.004
2019-12-24,금천구,64,60,0.006,0.048,0.9,0.003
2019-12-24,노원구,73,63,0.009,0.043,1,0.005
2019-12-24,도봉구,71,49,0.008,0.036,1,0.003
2019-12-24,동대문구,75,57,0.006,0.046,1,0.003
2019-12-24,동작구,76,59,0.005,0.053,0.9,0.003
2019-12-24,마포구,64,51,0.005,0.049,0.9,0.003
2019-12-24,서대문구,68,40,0.006,0.039,1.3,0.007
2019-12-24,서초구,77,54,0.009,0.056,0.7,0.003
2019-12-24,성동구,66,54,0.008,0.043,0.8,0.005
2019-12-24,성북구,70,58,0.007,0.049,1.1,0.003
2019-12-24,송파구,60,48,0.007,0.044,0.9,0.004
2019-12-24,양천구,74,54,0.009,0.042,0.9,0.005
2019-12-24,영등포구,54,43,0.007,0.045,1.1,0.003
2019-12-24,용산구,65,52,0.004,0.038,0.9,0.003
2019-12-24,은평구,59,40,0.008,0.032,0.7,0.002
2019-12-24,종로구,78,59,0.006,0.048,1.1,0.004
2019-12-24,중구,72,64,0.006,0.045,1,0.003
2019-12-24,중랑구,69,43,0.009,0.036,0.9,0.002
2019-12-23,평균,50,40,0.013,0.034,0.8,0.003
2019-12-23,강남구,51,44,0.012,0.038,0.8,0.003
2019-12-23,강동구,62,51,0.01,0.036,0.7,0.003
2019-12-23,강북구,53,41,0.018,0.033,0.7,0.003
2019-12-23,강서구,59,38,0.016,0.034,0.8,0.004
2019-12-23,관악구,45,33,0.011,0.039,0.6,0.003
2019-12-23,광진구,51,37,0.01,0.032,1,0.003
2019-12-23,구로구,41,37,0.018,0.029,0.4,0.003
2019-12-23,금천구,40,42,0.012,0.036,0.7,0.003
2019-12-23,노원구,51,45,0.013,0.035,0.8,0.004
2019-12-23,도봉구,46,34,0.017,0.027,0.8,0.003
2019-12-23,동대문구,56,42,0.008,0.039,0.8,0.003
2019-12-23,동작구,55,45,0.011,0.038,0.7,0.003
2019-12-23,마포구,43,37,0.009,0.039,0.7,0.003
2019-12-23,서대문구,51,32,0.014,0.029,0.9,0.004
2019-12-23,서초구,58,44,0.018,0.04,0.6,0.003
2019-12-23,성동구,52,43,0.011,0.038,0.7,0.004
2019-12-23,성북구,49,40,0.014,0.036,0.9,0.003
2019-12-23,송파구,48,39,0.008,0.042,0.8,0.003
2019-12-23,양천구,58,43,0.012,0.035,0.8,0.005
2019-12-23,영등포구,39,33,0.01,0.036,1.1,0.003
2019-12-23,용산구,45,39,0.01,0.03,0.7,0.003
2019-12-23,은평구,49,37,0.015,0.023,0.7,0.002
2019-12-23,종로구,54,42,0.012,0.034,0.8,0.004
2019-12-23,중구,51,47,0.015,0.028,0.7,0.003
2019-12-23,중랑구,53,34,0.012,0.034,0.8,0.002
2019-12-22,평균,58,43,0.008,0.04,0.8,0.004
2019-12-22,강남구,56,46,0.008,0.037,0.7,0.003
2019-12-22,강동구,68,54,0.009,0.038,0.7,0.003
2019-12-22,강북구,63,47,0.008,0.041,0.7,0.003
2019-12-22,강서구,67,43,0.008,0.047,0.8,0.005
2019-12-22,관악구,50,33,0.007,0.053,0.8,0.003
2019-12-22,광진구,61,37,0.007,0.033,0.9,0.003
2019-12-22,구로구,48,38,0.006,0.037,0.6,0.004
2019-12-22,금천구,48,47,0.009,0.042,0.8,0.004
2019-12-22,노원구,57,49,0.007,0.047,1,0.005
2019-12-22,도봉구,57,40,0.009,0.035,0.8,0.003
2019-12-22,동대문구,58,42,0.009,0.039,0.7,0.004
2019-12-22,동작구,63,49,0.008,0.046,0.7,0.004
2019-12-22,마포구,53,46,0.007,0.044,0.8,0.004
2019-12-22,서대문구,59,35,0.01,0.035,1,0.006
2019-12-22,서초구,69,48,0.014,0.044,0.6,0.003
2019-12-22,성동구,58,45,0.007,0.042,0.7,0.004
2019-12-22,성북구,58,42,0.008,0.045,0.9,0.003
2019-12-22,송파구,54,40,0.007,0.042,0.8,0.004
2019-12-22,양천구,69,51,0.006,0.045,0.8,0.005
2019-12-22,영등포구,47,37,0.009,0.04,0.8,0.003
2019-12-22,용산구,53,46,0.007,0.034,0.7,0.003
2019-12-22,은평구,57,38,0.011,0.03,0.6,0.003
2019-12-22,종로구,61,45,0.008,0.041,0.8,0.004
2019-12-22,중구,60,53,0.008,0.037,0.7,0.003
2019-12-22,중랑구,59,36,0.01,0.036,0.7,0.003
2019-12-21,평균,34,23,0.004,0.044,0.7,0.004
2019-12-21,강남구,33,25,0.003,0.045,0.7,0.003
2019-12-21,강동구,43,31,0.003,0.044,0.7,0.003
2019-12-21,강북구,39,28,0.004,0.046,0.7,0.003
2019-12-21,강서구,37,22,0.004,0.048,0.7,0.005
2019-12-21,관악구,32,20,0.004,0.049,0.6,0.004
2019-12-21,광진구,37,21,0.002,0.037,0.8,0.003
2019-12-21,구로구,21,15,0.01,0.036,0.4,0.004
2019-12-21,금천구,27,25,0.004,0.044,0.6,0.004
2019-12-21,노원구,31,26,0.003,0.044,0.8,0.005
2019-12-21,도봉구,32,21,0.004,0.037,0.8,0.003
2019-12-21,동대문구,37,23,0.003,0.046,0.8,0.003
2019-12-21,동작구,35,26,0.005,0.047,0.6,0.003
2019-12-21,마포구,33,25,0.003,0.048,0.8,0.003
2019-12-21,서대문구,36,18,0.004,0.042,0.9,0.006
2019-12-21,서초구,30,14,,0.049,0.4,0.003
2019-12-21,성동구,33,24,0.003,0.046,0.7,0.004
2019-12-21,성북구,37,23,0.003,0.051,0.9,0.003
2019-12-21,송파구,34,23,0.003,0.046,0.7,0.004
2019-12-21,양천구,40,27,0.003,0.046,0.8,0.005
2019-12-21,영등포구,27,20,0.006,0.043,0.7,0.004
2019-12-21,용산구,29,15,0.005,0.029,0.5,0.003
2019-12-21,은평구,32,19,0.004,0.036,0.5,0.003
2019-12-21,종로구,38,27,0.003,0.047,0.8,0.004
2019-12-21,중구,37,30,0.002,0.045,0.8,0.003
2019-12-21,중랑구,36,19,0.004,0.041,0.7,0.003
2019-12-20,평균,29,19,0.014,0.028,0.6,0.004
2019-12-20,강남구,25,18,0.015,0.028,0.5,0.003
2019-12-20,강동구,31,18,0.009,0.035,0.6,0.003
2019-12-20,강북구,34,22,0.02,0.03,0.5,0.003
2019-12-20,강서구,36,20,0.015,0.029,0.5,0.005
2019-12-20,관악구,29,18,0.014,0.03,0.4,0.003
2019-12-20,광진구,27,15,0.013,0.024,0.7,0.003
2019-12-20,구로구,32,24,0.014,0.028,0.4,0.004
2019-12-20,금천구,27,23,0.012,0.03,0.5,0.004
2019-12-20,노원구,27,25,0.003,0.043,0.9,0.006
2019-12-20,도봉구,24,16,0.019,0.021,0.6,0.003
2019-12-20,동대문구,27,15,0.016,0.024,0.5,0.003
2019-12-20,동작구,33,23,0.013,0.03,0.5,0.003
2019-12-20,마포구,29,19,0.01,0.032,0.6,0.003
2019-12-20,서대문구,29,14,0.016,0.023,0.7,0.005
2019-12-20,서초구,35,23,0.017,0.035,0.4,0.004
2019-12-20,성동구,29,20,0.015,0.029,0.5,0.004
2019-12-20,성북구,32,16,0.017,0.027,0.6,0.003
2019-12-20,송파구,27,13,0.007,0.035,0.6,0.004
2019-12-20,양천구,35,23,0.012,0.03,0.6,0.005
2019-12-20,영등포구,24,18,0.011,0.028,0.7,0.004
2019-12-20,용산구,26,19,0.011,0.025,0.5,0.003
2019-12-20,은평구,28,17,0.016,0.019,0.4,0.003
2019-12-20,종로구,29,22,0.016,0.024,0.5,0.004
2019-12-20,중구,28,22,0.018,0.022,0.5,0.003
2019-12-20,중랑구,28,15,0.012,0.029,0.6,0.003
2019-12-19,평균,26,17,0.015,0.025,0.5,0.003
2019-12-19,강남구,25,17,0.014,0.029,0.5,0.003
2019-12-19,강동구,36,26,0.012,0.029,0.5,0.003
2019-12-19,강북구,30,19,0.022,0.029,0.5,0.003
2019-12-19,강서구,26,14,0.018,0.025,0.5,0.005
2019-12-19,관악구,29,18,0.015,0.023,0.4,0.003
2019-12-19,광진구,27,15,0.013,0.023,0.6,0.003
2019-12-19,구로구,21,13,0.02,0.021,0.3,0.003
2019-12-19,금천구,22,17,0.013,0.03,0.5,0.004
2019-12-19,노원구,24,20,0.018,0.02,0.5,0.005
2019-12-19,도봉구,22,14,0.021,0.017,0.5,0.003
2019-12-19,동대문구,26,15,0.015,0.026,0.5,0.003
2019-12-19,동작구,27,18,0.013,0.029,0.4,0.003
2019-12-19,마포구,25,15,0.011,0.029,0.5,0.003
2019-12-19,서대문구,29,12,0.015,0.023,0.7,0.005
2019-12-19,서초구,23,16,0.02,0.033,0.3,0.003
2019-12-19,성동구,25,18,0.011,0.028,0.5,0.003
2019-12-19,성북구,30,15,0.016,0.028,0.5,0.003
2019-12-19,송파구,22,9,0.01,0.034,0.6,0.003
2019-12-19,양천구,26,16,0.014,0.027,0.5,0.004
2019-12-19,영등포구,17,12,0.013,0.022,0.5,0.003
2019-12-19,용산구,30,23,0.009,0.022,0.5,0.003
2019-12-19,은평구,29,16,0.015,0.019,0.5,0.003
2019-12-19,종로구,29,20,0.015,0.024,0.5,0.004
2019-12-19,중구,27,21,0.014,0.025,0.5,0.003
2019-12-19,중랑구,30,15,0.016,0.021,0.5,0.003
2019-12-18,평균,38,27,0.014,0.025,0.6,0.003
2019-12-18,강남구,36,29,0.011,0.03,0.6,0.003
2019-12-18,강동구,45,36,0.009,0.031,0.6,0.003
2019-12-18,강북구,45,33,0.02,0.029,0.6,0.003
2019-12-18,강서구,40,24,0.02,0.022,0.5,0.005
2019-12-18,관악구,37,24,0.011,0.031,0.5,0.003
2019-12-18,광진구,39,23,0.008,0.027,0.8,0.004
2019-12-18,구로구,34,23,0.019,0.023,0.4,0.004
2019-12-18,금천구,35,30,0.012,0.028,0.5,0.004
2019-12-18,노원구,37,33,0.016,0.021,0.6,0.004
2019-12-18,도봉구,33,23,0.021,0.015,0.5,0.003
2019-12-18,동대문구,38,26,0.012,0.026,0.6,0.003
2019-12-18,동작구,45,32,0.01,0.032,0.5,0.003
2019-12-18,마포구,37,25,0.011,0.028,0.6,0.003
2019-12-18,서대문구,40,19,0.015,0.021,0.7,0.004
2019-12-18,서초구,36,28,0.025,0.016,0.4,0.003
2019-12-18,성동구,33,24,0.01,0.031,0.6,0.003
2019-12-18,성북구,42,27,0.012,0.029,0.7,0.003
2019-12-18,송파구,32,18,0.008,0.033,0.7,0.003
2019-12-18,양천구,40,28,0.015,0.024,0.5,0.005
2019-12-18,영등포구,30,22,0.012,0.026,0.6,0.003
2019-12-18,용산구,34,28,0.01,0.026,0.6,0.003
2019-12-18,은평구,33,22,0.017,0.011,,0.002
2019-12-18,종로구,41,31,0.013,0.024,0.6,0.004
2019-12-18,중구,38,32,0.013,0.023,0.5,0.003
2019-12-18,중랑구,42,25,0.01,0.027,0.7,0.003
2019-12-17,평균,28,19,0.01,0.034,0.6,0.003
2019-12-17,강남구,25,19,0.009,0.035,0.6,0.003
2019-12-17,강동구,32,23,0.006,0.039,0.7,0.003
2019-12-17,강북구,29,20,0.014,0.04,0.7,0.003
2019-12-17,강서구,32,20,0.011,0.033,0.6,0.004
2019-12-17,관악구,28,17,0.011,0.033,0.5,0.003
2019-12-17,광진구,28,18,0.006,0.03,0.8,0.003
2019-12-17,구로구,28,21,0.017,0.025,0.4,0.003
2019-12-17,금천구,23,20,0.014,0.026,0.5,0.003
2019-12-17,노원구,25,20,0.005,0.043,0.8,0.005
2019-12-17,도봉구,23,17,0.012,0.026,0.7,0.003
2019-12-17,동대문구,31,18,0.009,0.036,0.7,0.003
2019-12-17,동작구,28,21,0.011,0.033,0.5,0.003
2019-12-17,마포구,27,18,0.007,0.037,0.6,0.003
2019-12-17,서대문구,27,14,0.011,0.03,0.8,0.004
2019-12-17,서초구,31,22,0.015,0.036,0.4,0.003
2019-12-17,성동구,22,17,0.007,0.039,0.6,0.004
2019-12-17,성북구,32,19,0.008,0.04,0.8,0.003
2019-12-17,송파구,23,14,0.006,0.036,0.7,0.003
2019-12-17,양천구,32,21,0.009,0.035,0.6,0.005
2019-12-17,영등포구,25,15,0.007,0.043,0.8,0.003
2019-12-17,용산구,25,18,0.004,0.034,0.6,0.003
2019-12-17,은평구,28,20,0.013,0.023,,0.002
2019-12-17,종로구,28,21,0.009,0.035,0.7,0.004
2019-12-17,중구,30,23,0.009,0.033,0.7,0.003
2019-12-17,중랑구,29,16,0.008,0.035,0.7,0.002
2019-12-16,평균,38,23,0.004,0.048,0.9,0.004
2019-12-16,강남구,34,22,0.003,0.045,0.7,0.003
2019-12-16,강동구,44,27,0.004,0.045,0.7,0.003
2019-12-16,강북구,33,20,0.006,0.05,0.7,0.003
2019-12-16,강서구,58,31,0.003,0.054,1,0.005
2019-12-16,관악구,42,24,0.003,0.057,0.8,0.004
2019-12-16,광진구,35,17,0.003,0.034,0.7,0.003
2019-12-16,구로구,45,29,0.006,0.041,0.7,0.004
2019-12-16,금천구,33,26,0.004,0.051,0.9,0.004
2019-12-16,노원구,34,27,0.004,0.051,1.1,0.006
2019-12-16,도봉구,34,20,0.005,0.039,0.9,0.003
2019-12-16,동대문구,39,21,0.004,0.05,0.9,0.004
2019-12-16,동작구,44,29,0.003,0.056,0.9,0.004
2019-12-16,마포구,41,25,0.003,0.054,0.9,0.004
2019-12-16,서대문구,31,15,0.008,0.038,1,0.006
2019-12-16,서초구,47,27,0.007,0.058,0.6,0.003
2019-12-16,성동구,35,20,0.004,0.049,0.8,0.005
2019-12-16,성북구,40,22,0.004,0.054,1,0.003
2019-12-16,송파구,36,17,0.003,0.048,0.9,0.004
2019-12-16,양천구,58,36,0.002,0.058,1.1,0.006
2019-12-16,영등포구,38,24,0.005,0.05,1,0.003
2019-12-16,용산구,29,23,0.003,0.041,0.7,0.003
2019-12-16,은평구,33,18,0.01,0.033,,0.002
2019-12-16,종로구,35,25,0.003,0.051,1,0.005
2019-12-16,중구,35,25,0.003,0.046,0.9,0.004
2019-12-16,중랑구,29,16,0.003,0.036,0.7,0.004
2019-12-15,평균,37,26,0.007,0.041,0.8,0.004
2019-12-15,강남구,35,26,0.007,0.04,0.7,0.003
2019-12-15,강동구,45,34,0.006,0.042,0.7,0.003
2019-12-15,강북구,38,26,0.01,0.044,0.7,0.003
2019-12-15,강서구,52,31,0.006,0.044,0.9,0.004
2019-12-15,관악구,41,26,0.006,0.048,0.8,0.003
2019-12-15,광진구,36,20,0.007,0.03,0.7,0.003
2019-12-15,구로구,44,31,0.009,0.038,0.6,0.004
2019-12-15,금천구,34,31,0.005,0.045,0.8,0.003
2019-12-15,노원구,33,27,0.007,0.041,0.9,0.005
2019-12-15,도봉구,33,22,0.009,0.032,0.8,0.003
2019-12-15,동대문구,39,24,0.007,0.044,0.9,0.003
2019-12-15,동작구,42,30,0.005,0.048,0.7,0.003
2019-12-15,마포구,37,28,0.007,0.043,0.7,0.003
2019-12-15,서대문구,30,17,0.017,0.024,0.9,0.006
2019-12-15,서초구,45,29,0.011,0.049,0.6,0.003
2019-12-15,성동구,33,23,0.007,0.041,0.7,0.004
2019-12-15,성북구,38,25,0.007,0.048,0.9,0.003
2019-12-15,송파구,32,18,0.007,0.041,0.8,0.004
2019-12-15,양천구,49,34,0.005,0.048,0.8,0.004
2019-12-15,영등포구,32,24,0.007,0.04,0.7,0.003
2019-12-15,용산구,27,26,0.007,0.033,0.6,0.003
2019-12-15,은평구,32,20,,,,
2019-12-15,종로구,35,28,0.006,0.043,0.9,0.004
2019-12-15,중구,33,25,0.006,0.037,0.7,0.003
2019-12-15,중랑구,36,19,0.008,0.036,0.7,0.005
2019-12-14,평균,38,26,0.013,0.026,0.6,0.004
2019-12-14,강남구,40,29,0.011,0.031,0.6,0.003
2019-12-14,강동구,47,35,0.01,0.029,0.6,0.003
2019-12-14,강북구,46,31,0.02,0.031,0.6,0.003
2019-12-14,강서구,,,,,,
2019-12-14,관악구,48,31,0.014,0.025,0.5,0.004
2019-12-14,광진구,40,23,0.013,0.021,0.6,0.003
